v,omega,x,y,phi,xr,yr,phir,delta
-0.0507,-0.0375,10.0612,0.8773,0.0679,10.2000,0.8521,0.0523,-0.0205
-0.0512,-0.0379,10.1610,0.8830,0.0671,10.3000,0.8573,0.0514,-0.0207
-0.0517,-0.0382,10.2608,0.8887,0.0664,10.4000,0.8624,0.0506,-0.0209
-0.0522,-0.0386,10.3607,0.8943,0.0656,10.5000,0.8674,0.0497,-0.0211
-0.0527,-0.0389,10.4605,0.8998,0.0648,10.6000,0.8724,0.0488,-0.0213
-0.0531,-0.0393,10.5604,0.9053,0.0641,10.7000,0.8772,0.0480,-0.0215
-0.0536,-0.0396,10.6603,0.9106,0.0633,10.8000,0.8820,0.0471,-0.0216
-0.0540,-0.0400,10.7601,0.9158,0.0625,10.9000,0.8866,0.0462,-0.0218
-0.0545,-0.0403,10.8600,0.9210,0.0617,11.0000,0.8912,0.0453,-0.0220
-0.0549,-0.0406,10.9599,0.9261,0.0609,11.1000,0.8957,0.0444,-0.0222
-0.0554,-0.0409,11.0598,0.9311,0.0601,11.2000,0.9001,0.0435,-0.0223
-0.0558,-0.0413,11.1596,0.9360,0.0592,11.3000,0.9044,0.0426,-0.0225
-0.0562,-0.0416,11.2595,0.9408,0.0584,11.4000,0.9086,0.0417,-0.0227
-0.0567,-0.0419,11.3594,0.9455,0.0576,11.5000,0.9128,0.0408,-0.0228
-0.0571,-0.0422,11.4593,0.9501,0.0568,11.6000,0.9168,0.0399,-0.0230
-0.0575,-0.0425,11.5592,0.9547,0.0559,11.7000,0.9208,0.0390,-0.0231
-0.0579,-0.0428,11.6591,0.9591,0.0551,11.8000,0.9246,0.0381,-0.0233
-0.0583,-0.0431,11.7591,0.9634,0.0542,11.9000,0.9284,0.0371,-0.0234
-0.0587,-0.0434,11.8590,0.9677,0.0533,12.0000,0.9320,0.0362,-0.0236
-0.0590,-0.0437,11.9589,0.9719,0.0525,12.1000,0.9356,0.0353,-0.0237
-0.0594,-0.0440,12.0588,0.9759,0.0516,12.2000,0.9391,0.0344,-0.0239
-0.0598,-0.0442,12.1587,0.9799,0.0507,12.3000,0.9425,0.0334,-0.0240
-0.0602,-0.0445,12.2587,0.9838,0.0498,12.4000,0.9458,0.0325,-0.0242
-0.0605,-0.0448,12.3586,0.9875,0.0489,12.5000,0.9490,0.0315,-0.0243
-0.0609,-0.0450,12.4585,0.9912,0.0480,12.6000,0.9521,0.0306,-0.0244
-0.0612,-0.0453,12.5585,0.9948,0.0471,12.7000,0.9551,0.0296,-0.0246
-0.0616,-0.0455,12.6584,0.9983,0.0462,12.8000,0.9580,0.0287,-0.0247
-0.0619,-0.0458,12.7584,1.0017,0.0453,12.9000,0.9608,0.0277,-0.0248
-0.0622,-0.0460,12.8583,1.0050,0.0444,13.0000,0.9636,0.0267,-0.0249
-0.0625,-0.0463,12.9583,1.0082,0.0435,13.1000,0.9662,0.0258,-0.0251
-0.0628,-0.0465,13.0583,1.0113,0.0426,13.2000,0.9687,0.0248,-0.0252
-0.0632,-0.0467,13.1582,1.0143,0.0416,13.3000,0.9711,0.0238,-0.0253
-0.0635,-0.0470,13.2582,1.0172,0.0407,13.4000,0.9735,0.0229,-0.0254
-0.0637,-0.0472,13.3582,1.0200,0.0398,13.5000,0.9757,0.0219,-0.0255
-0.0640,-0.0474,13.4581,1.0227,0.0388,13.6000,0.9779,0.0209,-0.0256
-0.0643,-0.0476,13.5581,1.0253,0.0379,13.7000,0.9799,0.0199,-0.0257
-0.0646,-0.0478,13.6581,1.0278,0.0369,13.8000,0.9819,0.0190,-0.0258
-0.0649,-0.0480,13.7581,1.0302,0.0360,13.9000,0.9837,0.0180,-0.0259
-0.0651,-0.0482,13.8580,1.0325,0.0350,14.0000,0.9855,0.0170,-0.0260
-0.0654,-0.0484,13.9580,1.0347,0.0340,14.1000,0.9871,0.0160,-0.0261
-0.0656,-0.0486,14.0580,1.0368,0.0331,14.2000,0.9887,0.0150,-0.0262
-0.0658,-0.0487,14.1580,1.0388,0.0321,14.3000,0.9901,0.0140,-0.0263
-0.0661,-0.0489,14.2580,1.0407,0.0311,14.4000,0.9915,0.0130,-0.0264
-0.0663,-0.0491,14.3580,1.0425,0.0302,14.5000,0.9927,0.0120,-0.0265
-0.0665,-0.0492,14.4580,1.0442,0.0292,14.6000,0.9939,0.0111,-0.0265
-0.0667,-0.0494,14.5580,1.0457,0.0282,14.7000,0.9949,0.0101,-0.0266
-0.0669,-0.0495,14.6580,1.0472,0.0272,14.8000,0.9959,0.0091,-0.0267
-0.0671,-0.0497,14.7580,1.0486,0.0262,14.9000,0.9967,0.0081,-0.0268
-0.0673,-0.0498,14.8580,1.0499,0.0252,15.0000,0.9975,0.0071,-0.0268
-0.0675,-0.0500,14.9580,1.0511,0.0242,15.1000,0.9982,0.0061,-0.0269
-0.0677,-0.0501,15.0580,1.0521,0.0232,15.2000,0.9987,0.0051,-0.0270
-0.0678,-0.0502,15.1580,1.0531,0.0222,15.3000,0.9992,0.0041,-0.0270
-0.0680,-0.0503,15.2580,1.0540,0.0212,15.4000,0.9995,0.0031,-0.0271
-0.0682,-0.0505,15.3580,1.0547,0.0202,15.5000,0.9998,0.0021,-0.0271
-0.0683,-0.0506,15.4580,1.0554,0.0192,15.6000,0.9999,0.0011,-0.0272
-0.0684,-0.0507,15.5580,1.0559,0.0182,15.7000,1.0000,0.0001,-0.0272
-0.0686,-0.0508,15.6580,1.0564,0.0172,15.8000,1.0000,-0.0009,-0.0273
-0.0687,-0.0509,15.7580,1.0567,0.0162,15.9000,0.9998,-0.0019,-0.0273
-0.0688,-0.0510,15.8580,1.0570,0.0151,16.0000,0.9996,-0.0029,-0.0274
-0.0689,-0.0510,15.9580,1.0571,0.0141,16.1000,0.9992,-0.0039,-0.0274
-0.0690,-0.0511,16.0581,1.0571,0.0131,16.2000,0.9988,-0.0049,-0.0274
-0.0691,-0.0512,16.1581,1.0571,0.0121,16.3000,0.9982,-0.0059,-0.0275
-0.0692,-0.0512,16.2581,1.0569,0.0111,16.4000,0.9976,-0.0069,-0.0275
-0.0693,-0.0513,16.3581,1.0566,0.0100,16.5000,0.9969,-0.0079,-0.0275
-0.0694,-0.0514,16.4581,1.0562,0.0090,16.6000,0.9960,-0.0089,-0.0275
-0.0694,-0.0514,16.5581,1.0558,0.0080,16.7000,0.9951,-0.0099,-0.0276
-0.0695,-0.0515,16.6581,1.0552,0.0069,16.8000,0.9940,-0.0109,-0.0276
-0.0695,-0.0515,16.7581,1.0545,0.0059,16.9000,0.9929,-0.0119,-0.0276
-0.0696,-0.0515,16.8581,1.0537,0.0049,17.0000,0.9917,-0.0129,-0.0276
-0.0696,-0.0516,16.9581,1.0528,0.0039,17.1000,0.9903,-0.0139,-0.0276
-0.0697,-0.0516,17.0581,1.0518,0.0028,17.2000,0.9889,-0.0149,-0.0276
-0.0697,-0.0516,17.1581,1.0506,0.0018,17.3000,0.9874,-0.0159,-0.0276
-0.0697,-0.0516,17.2581,1.0494,0.0008,17.4000,0.9857,-0.0168,-0.0276
-0.0697,-0.0516,17.3581,1.0481,-0.0003,17.5000,0.9840,-0.0178,-0.0276
-0.0697,-0.0516,17.4581,1.0467,-0.0013,17.6000,0.9822,-0.0188,-0.0276
-0.0697,-0.0516,17.5581,1.0452,-0.0023,17.7000,0.9802,-0.0198,-0.0276
-0.0697,-0.0516,17.6581,1.0435,-0.0034,17.8000,0.9782,-0.0208,-0.0276
-0.0697,-0.0516,17.7581,1.0418,-0.0044,17.9000,0.9761,-0.0217,-0.0276
-0.0696,-0.0516,17.8581,1.0400,-0.0054,18.0000,0.9738,-0.0227,-0.0276
-0.0696,-0.0515,17.9581,1.0380,-0.0065,18.1000,0.9715,-0.0237,-0.0275
-0.0696,-0.0515,18.0581,1.0360,-0.0075,18.2000,0.9691,-0.0247,-0.0275
-0.0695,-0.0515,18.1581,1.0339,-0.0085,18.3000,0.9666,-0.0256,-0.0275
-0.0694,-0.0514,18.2581,1.0316,-0.0096,18.4000,0.9640,-0.0266,-0.0275
-0.0694,-0.0514,18.3581,1.0293,-0.0106,18.5000,0.9613,-0.0276,-0.0274
-0.0693,-0.0513,18.4580,1.0268,-0.0116,18.6000,0.9585,-0.0285,-0.0274
-0.0692,-0.0513,18.5580,1.0243,-0.0126,18.7000,0.9556,-0.0295,-0.0274
-0.0691,-0.0512,18.6580,1.0216,-0.0137,18.8000,0.9526,-0.0304,-0.0273
-0.0690,-0.0511,18.7580,1.0189,-0.0147,18.9000,0.9495,-0.0314,-0.0273
-0.0689,-0.0511,18.8579,1.0160,-0.0157,19.0000,0.9463,-0.0323,-0.0272
-0.0688,-0.0510,18.9579,1.0131,-0.0167,19.1000,0.9430,-0.0333,-0.0272
-0.0687,-0.0509,19.0579,1.0100,-0.0178,19.2000,0.9396,-0.0342,-0.0271
-0.0686,-0.0508,19.1578,1.0069,-0.0188,19.3000,0.9362,-0.0351,-0.0271
-0.0685,-0.0507,19.2578,1.0036,-0.0198,19.4000,0.9326,-0.0361,-0.0270
-0.0683,-0.0506,19.3577,1.0003,-0.0208,19.5000,0.9290,-0.0370,-0.0269
-0.0682,-0.0505,19.4577,0.9968,-0.0218,19.6000,0.9252,-0.0379,-0.0269
-0.0680,-0.0504,19.5576,0.9933,-0.0228,19.7000,0.9214,-0.0388,-0.0268
-0.0679,-0.0503,19.6576,0.9897,-0.0238,19.8000,0.9174,-0.0398,-0.0267
-0.0677,-0.0502,19.7575,0.9859,-0.0248,19.9000,0.9134,-0.0407,-0.0267
-0.0675,-0.0500,19.8574,0.9821,-0.0258,20.0000,0.9093,-0.0416,-0.0266
-0.0674,-0.0499,19.9574,0.9781,-0.0268,20.1000,0.9051,-0.0425,-0.0265
-0.0672,-0.0498,20.0573,0.9741,-0.0278,20.2000,0.9008,-0.0434,-0.0264
-0.0670,-0.0496,20.1572,0.9700,-0.0288,20.3000,0.8964,-0.0443,-0.0264
-0.0668,-0.0495,20.2571,0.9658,-0.0298,20.4000,0.8919,-0.0452,-0.0263
-0.0666,-0.0493,20.3571,0.9614,-0.0308,20.5000,0.8874,-0.0461,-0.0262
-0.0664,-0.0492,20.4570,0.9570,-0.0318,20.6000,0.8827,-0.0470,-0.0261
-0.0661,-0.0490,20.5569,0.9525,-0.0328,20.7000,0.8780,-0.0478,-0.0260
-0.0659,-0.0488,20.6568,0.9479,-0.0338,20.8000,0.8731,-0.0487,-0.0259
-0.0657,-0.0487,20.7567,0.9432,-0.0347,20.9000,0.8682,-0.0496,-0.0258
-0.0654,-0.0485,20.8566,0.9384,-0.0357,21.0000,0.8632,-0.0504,-0.0257
-0.0652,-0.0483,20.9565,0.9336,-0.0367,21.1000,0.8581,-0.0513,-0.0256
-0.0649,-0.0481,21.0563,0.9286,-0.0377,21.2000,0.8529,-0.0522,-0.0255
-0.0647,-0.0479,21.1562,0.9235,-0.0386,21.3000,0.8477,-0.0530,-0.0254
-0.0644,-0.0477,21.2561,0.9184,-0.0396,21.4000,0.8423,-0.0538,-0.0253
-0.0641,-0.0475,21.3560,0.9131,-0.0405,21.5000,0.8369,-0.0547,-0.0252
-0.0638,-0.0473,21.4558,0.9078,-0.0415,21.6000,0.8314,-0.0555,-0.0250
-0.0636,-0.0471,21.5557,0.9024,-0.0424,21.7000,0.8258,-0.0563,-0.0249
-0.0633,-0.0469,21.6556,0.8969,-0.0434,21.8000,0.8201,-0.0572,-0.0248
-0.0630,-0.0467,21.7554,0.8913,-0.0443,21.9000,0.8143,-0.0580,-0.0247
-0.0626,-0.0464,21.8553,0.8856,-0.0452,22.0000,0.8085,-0.0588,-0.0245
-0.0623,-0.0462,21.9551,0.8798,-0.0462,22.1000,0.8026,-0.0596,-0.0244
-0.0620,-0.0460,22.0549,0.8739,-0.0471,22.2000,0.7966,-0.0604,-0.0243
-0.0617,-0.0457,22.1548,0.8680,-0.0480,22.3000,0.7905,-0.0612,-0.0241
-0.0614,-0.0455,22.2546,0.8620,-0.0489,22.4000,0.7843,-0.0620,-0.0240
-0.0610,-0.0452,22.3544,0.8558,-0.0498,22.5000,0.7781,-0.0627,-0.0239
-0.0607,-0.0450,22.4542,0.8496,-0.0507,22.6000,0.7717,-0.0635,-0.0237
-0.0603,-0.0447,22.5540,0.8434,-0.0516,22.7001,0.7654,-0.0643,-0.0236
-0.0600,-0.0445,22.6538,0.8370,-0.0525,22.8001,0.7589,-0.0650,-0.0234
-0.0596,-0.0442,22.7536,0.8305,-0.0534,22.9001,0.7523,-0.0658,-0.0233
-0.0592,-0.0439,22.8534,0.8240,-0.0543,23.0001,0.7457,-0.0665,-0.0231
-0.0589,-0.0436,22.9532,0.8174,-0.0552,23.1001,0.7390,-0.0673,-0.0230
-0.0585,-0.0434,23.0530,0.8107,-0.0561,23.2001,0.7322,-0.0680,-0.0228
-0.0581,-0.0431,23.1528,0.8039,-0.0569,23.3001,0.7254,-0.0687,-0.0227
-0.0577,-0.0428,23.2525,0.7971,-0.0578,23.4001,0.7185,-0.0694,-0.0225
-0.0573,-0.0425,23.3523,0.7902,-0.0586,23.5001,0.7115,-0.0702,-0.0223
-0.0569,-0.0422,23.4521,0.7832,-0.0595,23.6001,0.7044,-0.0709,-0.0222
-0.0565,-0.0419,23.5518,0.7761,-0.0603,23.7001,0.6973,-0.0716,-0.0220
-0.0561,-0.0416,23.6516,0.7689,-0.0612,23.8001,0.6901,-0.0722,-0.0218
-0.0556,-0.0413,23.7513,0.7617,-0.0620,23.9001,0.6828,-0.0729,-0.0217
-0.0552,-0.0409,23.8511,0.7544,-0.0628,24.0001,0.6755,-0.0736,-0.0215
-0.0548,-0.0406,23.9508,0.7470,-0.0637,24.1001,0.6681,-0.0743,-0.0213
-0.0543,-0.0403,24.0505,0.7395,-0.0645,24.2001,0.6606,-0.0749,-0.0211
-0.0539,-0.0400,24.1502,0.7320,-0.0653,24.3001,0.6530,-0.0756,-0.0210
-0.0534,-0.0396,24.2500,0.7244,-0.0661,24.4001,0.6454,-0.0762,-0.0208
-0.0530,-0.0393,24.3497,0.7168,-0.0669,24.5001,0.6378,-0.0769,-0.0206
-0.0525,-0.0390,24.4494,0.7090,-0.0676,24.6001,0.6300,-0.0775,-0.0204
-0.0521,-0.0386,24.5491,0.7012,-0.0684,24.7001,0.6222,-0.0781,-0.0202
-0.0516,-0.0383,24.6488,0.6933,-0.0692,24.8001,0.6144,-0.0787,-0.0200
-0.0511,-0.0379,24.7485,0.6854,-0.0700,24.9001,0.6064,-0.0793,-0.0198
-0.0506,-0.0376,24.8482,0.6774,-0.0707,25.0001,0.5985,-0.0799,-0.0196
-0.0501,-0.0372,24.9478,0.6693,-0.0715,25.1001,0.5904,-0.0805,-0.0194
-0.0497,-0.0368,25.0475,0.6612,-0.0722,25.2001,0.5823,-0.0811,-0.0192
-0.0492,-0.0365,25.1472,0.6530,-0.0730,25.3001,0.5742,-0.0817,-0.0190
-0.0487,-0.0361,25.2468,0.6447,-0.0737,25.4001,0.5660,-0.0823,-0.0188
-0.0482,-0.0357,25.3465,0.6364,-0.0744,25.5001,0.5577,-0.0828,-0.0186
-0.0476,-0.0354,25.4461,0.6280,-0.0751,25.6001,0.5494,-0.0834,-0.0184
-0.0471,-0.0350,25.5458,0.6195,-0.0758,25.7001,0.5410,-0.0839,-0.0182
-0.0466,-0.0346,25.6454,0.6110,-0.0765,25.8001,0.5325,-0.0844,-0.0180
-0.0461,-0.0342,25.7451,0.6024,-0.0772,25.9001,0.5240,-0.0850,-0.0178
-0.0456,-0.0338,25.8447,0.5938,-0.0779,26.0001,0.5155,-0.0855,-0.0176
-0.0450,-0.0334,25.9443,0.5851,-0.0786,26.1001,0.5069,-0.0860,-0.0174
-0.0445,-0.0330,26.0439,0.5763,-0.0792,26.2001,0.4983,-0.0865,-0.0171
-0.0439,-0.0326,26.1436,0.5675,-0.0799,26.3001,0.4896,-0.0870,-0.0169
-0.0434,-0.0322,26.2432,0.5587,-0.0806,26.4001,0.4808,-0.0875,-0.0167
-0.0428,-0.0318,26.3428,0.5498,-0.0812,26.5001,0.4720,-0.0879,-0.0165
-0.0423,-0.0314,26.4424,0.5408,-0.0818,26.6001,0.4632,-0.0884,-0.0163
-0.0417,-0.0310,26.5420,0.5318,-0.0825,26.7001,0.4543,-0.0889,-0.0160
-0.0412,-0.0306,26.6416,0.5227,-0.0831,26.8001,0.4454,-0.0893,-0.0158
-0.0406,-0.0301,26.7411,0.5136,-0.0837,26.9001,0.4364,-0.0897,-0.0156
-0.0400,-0.0297,26.8407,0.5044,-0.0843,27.0001,0.4274,-0.0902,-0.0154
-0.0395,-0.0293,26.9403,0.4952,-0.0849,27.1001,0.4183,-0.0906,-0.0151
-0.0389,-0.0289,27.0399,0.4859,-0.0855,27.2001,0.4092,-0.0910,-0.0149
-0.0383,-0.0284,27.1395,0.4766,-0.0861,27.3001,0.4001,-0.0914,-0.0147
-0.0377,-0.0280,27.2390,0.4673,-0.0866,27.4001,0.3909,-0.0918,-0.0144
-0.0371,-0.0276,27.3386,0.4579,-0.0872,27.5001,0.3817,-0.0922,-0.0142
-0.0365,-0.0271,27.4381,0.4484,-0.0877,27.6001,0.3724,-0.0925,-0.0139
-0.0359,-0.0267,27.5377,0.4389,-0.0883,27.7001,0.3631,-0.0929,-0.0137
-0.0353,-0.0263,27.6372,0.4294,-0.0888,27.8001,0.3538,-0.0933,-0.0135
-0.0347,-0.0258,27.7368,0.4198,-0.0893,27.9001,0.3444,-0.0936,-0.0132
-0.0341,-0.0254,27.8363,0.4102,-0.0899,28.0001,0.3350,-0.0939,-0.0130
-0.0335,-0.0249,27.9358,0.4006,-0.0904,28.1001,0.3255,-0.0943,-0.0127
-0.0329,-0.0245,28.0354,0.3909,-0.0909,28.2001,0.3161,-0.0946,-0.0125
-0.0323,-0.0240,28.1349,0.3811,-0.0914,28.3001,0.3066,-0.0949,-0.0122
-0.0317,-0.0235,28.2344,0.3714,-0.0918,28.4001,0.2970,-0.0952,-0.0120
-0.0310,-0.0231,28.3339,0.3616,-0.0923,28.5001,0.2875,-0.0955,-0.0117
-0.0304,-0.0226,28.4335,0.3517,-0.0928,28.6001,0.2779,-0.0958,-0.0115
